label_id,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
0,CLOSED,0.00000000,0.00000000,-0.12419195,-0.06482533,-0.20755422,-0.21027330,-0.22003838,-0.35280883,-0.18519168,-0.45222792,-0.11903125,-0.44651314,-0.12222746,-0.63239478,-0.12109862,-0.75399099,-0.11755851,-0.86148349,-0.04413356,-0.46824042,-0.04534159,-0.68205037,-0.04710087,-0.82315195,-0.04980246,-0.94700702,0.02465834,-0.45010815,0.02651733,-0.65148439,0.02398952,-0.78024200,0.01950579,-0.89266944,0.09654290,-0.39729317,0.10117449,-0.55075916,0.09851961,-0.65191306,0.09085659,-0.74518238
0,CLOSED,0.00000000,0.00000000,-0.12378545,-0.06364853,-0.20606816,-0.20725360,-0.22057169,-0.34976491,-0.18773657,-0.45289791,-0.11985127,-0.44328721,-0.12238721,-0.62921346,-0.12037547,-0.75112796,-0.11559360,-0.85884885,-0.04485318,-0.46505936,-0.04551356,-0.68057475,-0.04605341,-0.82236989,-0.04810801,-0.94650262,0.02417343,-0.44719538,0.02520769,-0.65147628,0.02210869,-0.78179015,0.01711734,-0.89460737,0.09678045,-0.39510835,0.10212444,-0.54813321,0.09874992,-0.64928531,0.08920047,-0.74148577
0,CLOSED,0.00000000,0.00000000,-0.12520958,-0.06357117,-0.20786131,-0.20580729,-0.22141094,-0.34821982,-0.18861838,-0.45320516,-0.12051955,-0.44400188,-0.12353893,-0.63144480,-0.12054613,-0.75412330,-0.11396434,-0.86335536,-0.04497670,-0.46525806,-0.04554539,-0.67980412,-0.04436348,-0.82110900,-0.04419494,-0.94654237,0.02356457,-0.44672392,0.02651188,-0.64855611,0.02561915,-0.77915618,0.02321956,-0.89317242,0.09591133,-0.39416070,0.10116856,-0.54893484,0.09930799,-0.65076078,0.09144548,-0.74479362
0,CLOSED,0.00000000,0.00000000,-0.12341130,-0.06373636,-0.20664330,-0.20794089,-0.21878739,-0.35101571,-0.18705113,-0.45182154,-0.11953239,-0.44165837,-0.12186182,-0.62738272,-0.11972815,-0.74953009,-0.11499391,-0.85801768,-0.04367162,-0.46395650,-0.04325046,-0.67862491,-0.04394931,-0.82098725,-0.04666886,-0.94661173,0.02537215,-0.44657820,0.02807498,-0.64807103,0.02509099,-0.77835848,0.01904622,-0.89227162,0.09736918,-0.39433656,0.10358852,-0.54776249,0.10055032,-0.64947097,0.09044953,-0.74274265
0,CLOSED,0.00000000,0.00000000,-0.12526734,-0.06561873,-0.20738245,-0.20905764,-0.21968520,-0.35024638,-0.18636253,-0.44948423,-0.11799232,-0.44491800,-0.12073351,-0.63090202,-0.11768566,-0.75206174,-0.11207022,-0.86003614,-0.04243900,-0.46581558,-0.04329483,-0.67960876,-0.04335663,-0.82024029,-0.04421448,-0.94564247,0.02645698,-0.44783234,0.02831187,-0.64734111,0.02674738,-0.77734613,0.02413819,-0.89225182,0.10000070,-0.39549966,0.10552291,-0.54920551,0.10375876,-0.65015865,0.09715148,-0.74457748
0,CLOSED,0.00000000,0.00000000,-0.12141286,-0.05944857,-0.20844653,-0.20483770,-0.22455662,-0.34864657,-0.18854718,-0.44444050,-0.12252143,-0.44311841,-0.12361885,-0.63369970,-0.12114346,-0.75594710,-0.11609746,-0.86265418,-0.04458716,-0.46378364,-0.04476267,-0.67943047,-0.04418163,-0.81958032,-0.04552642,-0.94319972,0.02769330,-0.44566902,0.02868888,-0.64769964,0.02797852,-0.77830016,0.02475955,-0.89307791,0.10396399,-0.39253523,0.10766963,-0.54731407,0.10514987,-0.64888533,0.09708090,-0.74293638
0,CLOSED,0.00000000,0.00000000,-0.12258794,-0.05752896,-0.21076844,-0.20386684,-0.22532229,-0.34874890,-0.18985705,-0.44494182,-0.12305029,-0.44362647,-0.12466370,-0.63359742,-0.12237222,-0.75527557,-0.11760147,-0.86166902,-0.04475451,-0.46420031,-0.04535191,-0.67927001,-0.04506579,-0.81918754,-0.04669663,-0.94282876,0.02791608,-0.44577502,0.02861928,-0.64738823,0.02756854,-0.77753842,0.02396567,-0.89183187,0.10475480,-0.39245124,0.10795528,-0.54755343,0.10484599,-0.64901180,0.09603919,-0.74287519
0,CLOSED,0.00000000,0.00000000,-0.12259070,-0.06252716,-0.20599325,-0.20877506,-0.22134391,-0.35290168,-0.18406987,-0.44863354,-0.11966728,-0.44343553,-0.12093973,-0.63059170,-0.11808047,-0.75281005,-0.11265412,-0.86028040,-0.04327149,-0.46468228,-0.04262014,-0.67920557,-0.04214899,-0.82033951,-0.04460086,-0.94504557,0.02656112,-0.44615106,0.02950068,-0.64791470,0.02870741,-0.77810470,0.02494389,-0.89102924,0.10049456,-0.39311567,0.10559472,-0.54793298,0.10326443,-0.64961214,0.09514316,-0.74257920
0,CLOSED,0.00000000,0.00000000,-0.12382327,-0.06197296,-0.20878262,-0.20663413,-0.22320109,-0.35029359,-0.18857033,-0.45227218,-0.12023038,-0.44050717,-0.12135906,-0.62873608,-0.11906392,-0.75207820,-0.11405253,-0.86081278,-0.04430881,-0.46303446,-0.04372598,-0.67816611,-0.04255222,-0.82052241,-0.04327510,-0.94574385,0.02552261,-0.44595750,0.02790047,-0.64776937,0.02724274,-0.77911476,0.02410172,-0.89265865,0.09853770,-0.39474022,0.10171208,-0.54955013,0.09794629,-0.65186927,0.08883678,-0.74409201
0,CLOSED,0.00000000,0.00000000,-0.12394231,-0.05761766,-0.20952449,-0.20536198,-0.22476632,-0.35165293,-0.18677856,-0.44734766,-0.12028938,-0.44231681,-0.12284986,-0.62808370,-0.12059259,-0.75129620,-0.11554813,-0.85969443,-0.04385715,-0.46403822,-0.04369735,-0.67780042,-0.04405122,-0.81972422,-0.04672464,-0.94496555,0.02565707,-0.44704169,0.02781394,-0.64795221,0.02497056,-0.77907642,0.01975685,-0.89272716,0.09800081,-0.39624009,0.10240353,-0.54987622,0.09928654,-0.65166901,0.09059748,-0.74408198
0,CLOSED,0.00000000,0.00000000,-0.12367309,-0.05825963,-0.20961332,-0.20486025,-0.22507769,-0.35187760,-0.18585093,-0.44755097,-0.12108744,-0.44119480,-0.12393277,-0.62960584,-0.12083618,-0.75323629,-0.11409851,-0.86087137,-0.04409160,-0.46280645,-0.04459932,-0.67798051,-0.04307950,-0.82029716,-0.04328588,-0.94485153,0.02549809,-0.44498635,0.02773573,-0.64836044,0.02673194,-0.78012068,0.02441991,-0.89308271,0.09938476,-0.39351745,0.10242129,-0.54864752,0.09986400,-0.65039870,0.09243323,-0.74359099
0,CLOSED,0.00000000,0.00000000,-0.12584827,-0.05022048,-0.21584364,-0.19794032,-0.22867980,-0.34391172,-0.19017441,-0.44079895,-0.12409628,-0.43301808,-0.12713932,-0.61971710,-0.12384908,-0.74435595,-0.11717071,-0.85273245,-0.04527301,-0.45597358,-0.04511838,-0.67191107,-0.04409219,-0.81636844,-0.04568997,-0.94280820,0.02638778,-0.43636686,0.02736140,-0.64523021,0.02392822,-0.77828241,0.01886476,-0.89210161,0.10214860,-0.38099072,0.10465591,-0.53860947,0.10031129,-0.64244925,0.09002700,-0.73641257
0,CLOSED,0.00000000,0.00000000,-0.12484974,-0.05349568,-0.21312148,-0.20179991,-0.22828992,-0.34764120,-0.18718444,-0.44066820,-0.12419855,-0.43473006,-0.12710088,-0.62205198,-0.12317031,-0.74636211,-0.11557161,-0.85413715,-0.04564634,-0.45822323,-0.04596235,-0.67354084,-0.04387361,-0.81756265,-0.04430316,-0.94306087,0.02617670,-0.44051228,0.02697804,-0.64671898,0.02485464,-0.77927015,0.02087864,-0.89244116,0.10210615,-0.38735155,0.10433029,-0.54406995,0.10040233,-0.64732008,0.09094334,-0.74029543
0,CLOSED,0.00000000,0.00000000,-0.12461732,-0.05414193,-0.21104134,-0.20400994,-0.22529335,-0.35238434,-0.18355625,-0.44613632,-0.12206783,-0.43636334,-0.12552455,-0.62410104,-0.12177869,-0.74810568,-0.11424415,-0.85600833,-0.04390458,-0.45914108,-0.04450717,-0.67408645,-0.04272943,-0.81766604,-0.04340721,-0.94405119,0.02699574,-0.44067297,0.02708856,-0.64662765,0.02485370,-0.77946270,0.02147382,-0.89285304,0.10224416,-0.38675424,0.10450560,-0.54351247,0.10047663,-0.64758070,0.09122380,-0.74191105
0,CLOSED,0.00000000,0.00000000,-0.12740392,-0.05367243,-0.21425569,-0.20044091,-0.22815994,-0.34812441,-0.18886808,-0.44625865,-0.12621890,-0.43236789,-0.12779821,-0.62255486,-0.12208171,-0.74606011,-0.11284836,-0.85513307,-0.04722411,-0.45485726,-0.04732359,-0.67245523,-0.04614757,-0.81687835,-0.04750548,-0.94357357,0.02481309,-0.43649417,0.02540194,-0.64291487,0.02215027,-0.77768233,0.01759648,-0.89325572,0.10050563,-0.38412074,0.10300304,-0.54271440,0.09909828,-0.64799885,0.09027544,-0.74346529
0,CLOSED,0.00000000,0.00000000,-0.12476503,-0.05499047,-0.21122342,-0.20357553,-0.22573742,-0.34980851,-0.18163118,-0.44016611,-0.12234817,-0.43549502,-0.12534058,-0.62432697,-0.12118010,-0.74824842,-0.11337392,-0.85585879,-0.04345173,-0.45785983,-0.04442991,-0.67301084,-0.04260729,-0.81652986,-0.04365062,-0.94287639,0.02850771,-0.43926997,0.02913525,-0.64543511,0.02732523,-0.77779633,0.02359615,-0.89157956,0.10514654,-0.38540754,0.10740535,-0.54210583,0.10352435,-0.64610736,0.09438742,-0.74094169
0,CLOSED,0.00000000,0.00000000,-0.12733518,-0.05266349,-0.21344069,-0.20296964,-0.22651092,-0.35286742,-0.18367020,-0.44720387,-0.12397178,-0.43113753,-0.12580907,-0.62088819,-0.12090153,-0.74590534,-0.11247922,-0.85602315,-0.04597625,-0.45483969,-0.04564435,-0.67064072,-0.04388636,-0.81589011,-0.04515101,-0.94401445,0.02465486,-0.43742897,0.02500147,-0.64269079,0.02152746,-0.77779101,0.01677668,-0.89346988,0.09990826,-0.38529442,0.10339319,-0.54338544,0.09982578,-0.64905636,0.09078796,-0.74544666
0,CLOSED,0.00000000,0.00000000,-0.12816632,-0.05067470,-0.21393889,-0.20053016,-0.22616414,-0.35035752,-0.18565824,-0.44538172,-0.12402179,-0.43176171,-0.12527435,-0.62101352,-0.11990593,-0.74493977,-0.11199282,-0.85448908,-0.04587703,-0.45533869,-0.04468123,-0.67179829,-0.04347725,-0.81662980,-0.04645535,-0.94436245,0.02428511,-0.43707455,0.02585535,-0.64421782,0.02300820,-0.78115883,0.01890182,-0.89811618,0.09906261,-0.38422989,0.10274249,-0.54259073,0.09974858,-0.64884847,0.09187298,-0.74568649
0,CLOSED,0.00000000,0.00000000,-0.12562757,-0.05458057,-0.21022108,-0.20477801,-0.22175982,-0.35430968,-0.17840921,-0.44439334,-0.12057297,-0.43398679,-0.12169039,-0.62400810,-0.11727705,-0.74718228,-0.10980054,-0.85497257,-0.04192998,-0.45681383,-0.04186213,-0.67437690,-0.04039624,-0.81868646,-0.04203960,-0.94430487,0.02971250,-0.43827492,0.02987842,-0.64594626,0.02702777,-0.78114776,0.02270490,-0.89637013,0.10545851,-0.38516814,0.10731209,-0.54474713,0.10356376,-0.65011534,0.09483853,-0.74534607
0,CLOSED,0.00000000,0.00000000,-0.12769810,-0.05168421,-0.21587275,-0.19949764,-0.22913174,-0.34785745,-0.18739676,-0.44153621,-0.12373517,-0.42938634,-0.12688631,-0.61761355,-0.12245642,-0.74206919,-0.11409516,-0.85097232,-0.04510851,-0.45370241,-0.04552134,-0.66991072,-0.04379855,-0.81511996,-0.04408188,-0.94243319,0.02641499,-0.43538634,0.02663949,-0.64409505,0.02411888,-0.77729076,0.02110009,-0.89109508,0.10309773,-0.38086579,0.10526277,-0.53942132,0.10080206,-0.64423373,0.09104102,-0.74000399
0,CLOSED,0.00000000,0.00000000,-0.12662733,-0.04978838,-0.21502725,-0.19881033,-0.22873011,-0.34947481,-0.18436748,-0.44002455,-0.12536228,-0.42973955,-0.12786295,-0.61839175,-0.12213807,-0.74326567,-0.11250764,-0.85270597,-0.04695542,-0.45367091,-0.04615880,-0.67053063,-0.04306433,-0.81567107,-0.04243380,-0.94301325,0.02465618,-0.43564369,0.02578654,-0.64318565,0.02448049,-0.77791836,0.02250518,-0.89303674,0.10088969,-0.38193900,0.10402508,-0.54071446,0.10128032,-0.64600194,0.09362260,-0.74205845
0,CLOSED,0.00000000,0.00000000,-0.12919078,-0.04996715,-0.21732849,-0.19918171,-0.22865380,-0.35046396,-0.18640165,-0.44425787,-0.12392607,-0.43377502,-0.12671345,-0.62225222,-0.12267485,-0.74562851,-0.11511990,-0.85511236,-0.04544873,-0.45766138,-0.04535107,-0.67337355,-0.04413423,-0.81722255,-0.04571512,-0.94371076,0.02491203,-0.43948801,0.02688162,-0.64586434,0.02328943,-0.78086280,0.01868979,-0.89626305,0.10004187,-0.38736293,0.10211804,-0.54647693,0.09895398,-0.65158731,0.09132550,-0.74741046
0,CLOSED,0.00000000,0.00000000,-0.13026561,-0.04858657,-0.21873521,-0.19599161,-0.23155092,-0.34626012,-0.19209036,-0.44098480,-0.12658262,-0.43053225,-0.13025801,-0.61954234,-0.12480802,-0.74389960,-0.11588383,-0.85411847,-0.04775289,-0.45550184,-0.04819962,-0.67056743,-0.04662791,-0.81502089,-0.04800254,-0.94251067,0.02322141,-0.43726269,0.02485582,-0.64345045,0.02150334,-0.77964413,0.01713877,-0.89601829,0.09973226,-0.38398676,0.10262513,-0.54451004,0.09744766,-0.65127821,0.08698276,-0.74870118
0,CLOSED,0.00000000,0.00000000,-0.12913687,-0.04336321,-0.22016194,-0.19464640,-0.23255663,-0.34793075,-0.19021673,-0.43807503,-0.12682567,-0.42997061,-0.13025711,-0.61799093,-0.12482592,-0.74222813,-0.11658349,-0.85137021,-0.04721342,-0.45611695,-0.04822189,-0.67097792,-0.04791654,-0.81592576,-0.05064339,-0.94263575,0.02423893,-0.43834134,0.02374374,-0.64558942,0.01977544,-0.78195228,0.01488655,-0.89864111,0.10012527,-0.38456469,0.10126645,-0.54352716,0.09693264,-0.65029485,0.08781440,-0.74767388
0,CLOSED,0.00000000,0.00000000,-0.12976356,-0.04482976,-0.21963139,-0.19337775,-0.23154143,-0.34717219,-0.18730000,-0.43862797,-0.12549004,-0.42907584,-0.13067513,-0.61984044,-0.12499777,-0.74416999,-0.11586283,-0.85284954,-0.04639596,-0.45476262,-0.04880246,-0.67251358,-0.04858461,-0.81762435,-0.05091697,-0.94230574,0.02520419,-0.43691232,0.02447945,-0.64762084,0.02022408,-0.78530600,0.01535290,-0.90229512,0.10205269,-0.38398376,0.10321205,-0.54584383,0.09884130,-0.65284054,0.09004556,-0.75024340
0,CLOSED,0.00000000,0.00000000,-0.13215850,-0.04262411,-0.22595546,-0.19232954,-0.23745610,-0.34677213,-0.19344893,-0.44072114,-0.13052158,-0.43035279,-0.13634323,-0.61954314,-0.13007070,-0.74308051,-0.12050159,-0.85087205,-0.05097825,-0.45726667,-0.05477037,-0.67369498,-0.05510843,-0.81799934,-0.05723300,-0.94169776,0.02137520,-0.43872082,0.01861545,-0.64939117,0.01419415,-0.78505474,0.00990283,-0.90178867,0.09900389,-0.38378465,0.09847091,-0.54453084,0.09341702,-0.65031094,0.08409806,-0.74799860
0,CLOSED,0.00000000,0.00000000,-0.13262641,-0.04164073,-0.22596847,-0.19112270,-0.23887847,-0.34680493,-0.19632884,-0.44260316,-0.13089456,-0.43113069,-0.13683766,-0.62070441,-0.13007545,-0.74454720,-0.12010557,-0.85268375,-0.05109958,-0.45715947,-0.05376226,-0.67339442,-0.05323310,-0.81730506,-0.05527943,-0.94126516,0.02141966,-0.43873261,0.01896067,-0.64879663,0.01389555,-0.78433181,0.00879068,-0.90125599,0.09878986,-0.38484795,0.09722284,-0.54754988,0.09244871,-0.65376727,0.08423231,-0.75253275
0,CLOSED,0.00000000,0.00000000,-0.12853905,-0.04126833,-0.21960141,-0.19160454,-0.23237276,-0.34679769,-0.19023894,-0.43981158,-0.12747841,-0.43352482,-0.13182920,-0.62129557,-0.12603918,-0.74480452,-0.11721092,-0.85283919,-0.04801057,-0.45901884,-0.05001654,-0.67385728,-0.05012788,-0.81813687,-0.05328053,-0.94270451,0.02441019,-0.43943819,0.02342095,-0.64798845,0.01899823,-0.78461820,0.01350638,-0.90217907,0.10125608,-0.38409009,0.10112346,-0.54458816,0.09619924,-0.65124743,0.08702286,-0.74976575
0,CLOSED,0.00000000,0.00000000,-0.13011437,-0.03652063,-0.22222152,-0.18232339,-0.23731068,-0.33524175,-0.19906056,-0.43433274,-0.13170136,-0.42456741,-0.13346199,-0.61552824,-0.12739705,-0.74248930,-0.11939239,-0.85294836,-0.05048850,-0.44988795,-0.05206781,-0.66847935,-0.05115122,-0.81401639,-0.05345420,-0.94094175,0.02274487,-0.42943767,0.02163733,-0.64375872,0.01921505,-0.78008205,0.01656058,-0.89885441,0.10121319,-0.37269449,0.10125781,-0.53374153,0.09781632,-0.64154296,0.08990763,-0.74265354
0,CLOSED,0.00000000,0.00000000,-0.12928721,-0.03799108,-0.22212940,-0.18722974,-0.23467168,-0.34025918,-0.19282353,-0.43669280,-0.12840071,-0.42926326,-0.13165952,-0.61873201,-0.12533382,-0.74492763,-0.11634493,-0.85451599,-0.04832309,-0.45271864,-0.05062230,-0.66845661,-0.04946519,-0.81417661,-0.05063572,-0.94136005,0.02415185,-0.43131551,0.02312611,-0.64227542,0.02059013,-0.77940091,0.01869663,-0.89925643,0.10187295,-0.37412705,0.10273203,-0.53396237,0.09954618,-0.64268468,0.09302916,-0.74535054
0,CLOSED,0.00000000,0.00000000,-0.13003730,-0.04493791,-0.22025411,-0.19236339,-0.23153587,-0.34350700,-0.19512326,-0.44029843,-0.12793568,-0.42865287,-0.12860090,-0.61688468,-0.12402454,-0.74160776,-0.11762969,-0.85067085,-0.04890666,-0.45246421,-0.04844846,-0.66911124,-0.04751105,-0.81464452,-0.05052753,-0.94307812,0.02196112,-0.43387988,0.02265338,-0.64171314,0.02037186,-0.77847323,0.01690982,-0.89629324,0.09821703,-0.38010164,0.10103542,-0.53876916,0.09833696,-0.64531895,0.09103438,-0.74334886
0,CLOSED,0.00000000,0.00000000,-0.12937410,-0.04773099,-0.21872426,-0.19260440,-0.22951432,-0.34076663,-0.19408583,-0.43766998,-0.12670273,-0.42929288,-0.12930384,-0.61733883,-0.12550491,-0.74211271,-0.11909866,-0.85108535,-0.04692756,-0.45475344,-0.04717737,-0.67071455,-0.04679205,-0.81558510,-0.04949797,-0.94288518,0.02486512,-0.43739376,0.02523808,-0.64563706,0.02245773,-0.77916296,0.01848641,-0.89374460,0.10146515,-0.38373608,0.10360357,-0.54113846,0.09969860,-0.64585646,0.09070248,-0.74140157
0,CLOSED,0.00000000,0.00000000,-0.12915024,-0.04734941,-0.21633846,-0.19444521,-0.22675566,-0.34267916,-0.19000465,-0.43720068,-0.12236836,-0.43251225,-0.12565455,-0.61966597,-0.12140524,-0.74383344,-0.11375969,-0.85245930,-0.04235283,-0.45679597,-0.04327929,-0.67139432,-0.04205565,-0.81503436,-0.04430644,-0.94218666,0.02886784,-0.43811901,0.02936133,-0.64512824,0.02530627,-0.77823053,0.02049822,-0.89315064,0.10603013,-0.38308768,0.10833282,-0.54012372,0.10403918,-0.64406827,0.09468417,-0.74016187
0,CLOSED,0.00000000,0.00000000,-0.12910002,-0.05033692,-0.21670743,-0.19749667,-0.22748132,-0.34491700,-0.19305171,-0.43978774,-0.12496097,-0.43309683,-0.12861668,-0.61972252,-0.12566036,-0.74316371,-0.11982000,-0.85109956,-0.04487155,-0.45772015,-0.04624973,-0.67302983,-0.04535680,-0.81666813,-0.04765937,-0.94290082,0.02597452,-0.43937410,0.02673956,-0.64614801,0.02360655,-0.77910990,0.01954883,-0.89273360,0.10310663,-0.38502034,0.10559230,-0.54189635,0.10164650,-0.64507330,0.09237678,-0.73909291
0,CLOSED,0.00000000,0.00000000,-0.12584402,-0.05164784,-0.21028544,-0.19834182,-0.22293178,-0.34335268,-0.18968422,-0.43467408,-0.12014005,-0.43201193,-0.12353347,-0.61932021,-0.12136485,-0.74378825,-0.11557760,-0.85201161,-0.04186558,-0.45552624,-0.04243233,-0.67116689,-0.04190006,-0.81593705,-0.04397462,-0.94331882,0.02864423,-0.43653512,0.02995295,-0.64418137,0.02622067,-0.77756005,0.02130232,-0.89172111,0.10475539,-0.38154245,0.10895617,-0.53953579,0.10512735,-0.64391008,0.09573587,-0.73951218
0,CLOSED,0.00000000,0.00000000,-0.12914429,-0.05317501,-0.21401860,-0.19971832,-0.22373170,-0.34714299,-0.18621113,-0.44558856,-0.12408369,-0.43178119,-0.12592395,-0.61907737,-0.12214867,-0.74205993,-0.11520141,-0.85092842,-0.04425581,-0.45663390,-0.04519428,-0.67204072,-0.04541899,-0.81689692,-0.04843955,-0.94430650,0.02806875,-0.43879276,0.02634693,-0.64657001,0.02184569,-0.78191006,0.01631335,-0.89880926,0.10464552,-0.38564755,0.10533552,-0.54545488,0.10021878,-0.65185259,0.09035321,-0.74924016
0,CLOSED,0.00000000,0.00000000,-0.12892894,-0.04902827,-0.21485030,-0.19438364,-0.22642937,-0.34100113,-0.19435856,-0.43637983,-0.12468387,-0.42840933,-0.12645534,-0.61867541,-0.12292513,-0.74330459,-0.11618665,-0.85205467,-0.04513153,-0.45237202,-0.04689430,-0.66986341,-0.04559483,-0.81505725,-0.04611109,-0.94328920,0.02632794,-0.43410643,0.02605753,-0.64278639,0.02207530,-0.77577686,0.01788184,-0.89106228,0.10430275,-0.38070581,0.10554273,-0.53983178,0.10082342,-0.64353386,0.09145789,-0.74048123
